country,year,Gender equality Index,United Nations m49 country code,Source
New Zealand,1976,60.93369,554,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Nicaragua,1976,22.09468,558,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Niger,1976,36.06248,562,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Nigeria,1976,29.3482,566,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Norway,1976,88.50822,578,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Oman,1976,17.09711,512,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Pakistan,1976,35.88753,586,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Panama,1976,35.98424,591,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Paraguay,1976,18.17297,600,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Peru,1976,24.49525,604,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Philippines,1976,44.47809,608,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Poland,1976,55.36486,616,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Portugal,1976,62.07542,620,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Qatar,1976,14.68551,634,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Republic of Korea,1976,35.52829,410,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Romania,1976,60.68698,642,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Russian Federation,1976,50.64557,643,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Rwanda,1976,28.37001,646,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Saudi Arabia,1976,4.30086,682,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Senegal,1976,44.20441,686,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Serbia,1976,47.22042,688,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Sierra Leone,1976,26.36717,694,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Singapore,1976,46.75475,702,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Somalia,1976,11.67014,706,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
South Africa,1976,20.67205,710,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Spain,1976,28.55256,724,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Sri Lanka,1976,48.95144,144,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Sudan,1976,20.18685,729,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Suriname,1976,46.27194,740,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Sweden,1976,73.44587,752,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Switzerland,1976,57.42994,756,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Syrian Arab Republic,1976,35.70858,760,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Thailand,1976,45.98151,764,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Togo,1976,32.34522,768,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Trinidad and Tobago,1976,42.03647,780,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Tunisia,1976,34.85854,788,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Turkey,1976,38.05591,792,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Uganda,1976,29.05555,800,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
United Arab Emirates,1976,8.10289,784,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
United Kingdom,1976,59.84282,826,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
United Rep. of Tanzania,1976,39.53446,834,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
United States of America,1976,53.04004,840,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Uruguay,1976,48.77439,858,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Venezuela (Boliv. Rep. of),1976,53.09023,862,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Viet Nam,1976,51.49505,704,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Yemen,1976,4.30086,887,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Zambia,1976,35.24733,894,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Zimbabwe,1976,21.29865,716,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Afghanistan,1977,17.14625,004,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Albania,1977,50.41379,008,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Algeria,1977,37.01875,012,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Angola,1977,34.04606,024,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Argentina,1977,42.76775,032,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Australia,1977,60.61344,036,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Austria,1977,55.45091,040,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Bahrain,1977,20.40597,048,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Bangladesh,1977,42.13684,050,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Barbados,1977,65.96337,052,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Belgium,1977,62.74594,056,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Benin,1977,48.2564,204,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Bhutan,1977,32.94276,064,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Bolivia (Plurin. State of),1977,23.77169,068,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Botswana,1977,41.39813,072,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Brazil,1977,40.23421,076,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Bulgaria,1977,67.48092,100,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Burkina Faso,1977,39.20805,854,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Burundi,1977,31.45068,108,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Cabo Verde,1977,43.01561,132,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Cambodia,1977,24.58258,116,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Cameroon,1977,24.78102,120,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Canada,1977,62.28002,124,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Central African Republic,1977,33.60992,140,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Chad,1977,25.22939,148,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Chile,1977,26.54118,152,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
China,1977,44.67636,156,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Colombia,1977,31.93786,170,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Comoros,1977,42.77643,174,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Congo,1977,24.32272,178,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Costa Rica,1977,45.59295,188,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Cuba,1977,58.60492,192,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Cyprus,1977,43.26239,196,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Czechia,1977,56.64073,203,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Côte dIvoire,1977,36.6873,384,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Dem. People's Rep. Korea,1977,43.96352,408,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Dem. Rep. of the Congo,1977,20.86589,180,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Denmark,1977,83.0841,208,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Djibouti,1977,1.42797,262,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Dominican Republic,1977,23.29164,214,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Ecuador,1977,17.16227,218,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Egypt,1977,24.42224,818,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
El Salvador,1977,24.32876,222,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Equatorial Guinea,1977,17.81131,226,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Eswatini,1977,38.19795,748,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Ethiopia,1977,16.1445,231,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Fiji,1977,29.41225,242,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Finland,1977,66.55487,246,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
France,1977,58.23384,250,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Gabon,1977,32.92501,266,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Gambia,1977,28.97351,270,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Germany,1977,66.04645,276,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Ghana,1977,42.18776,288,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Greece,1977,54.44683,300,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Guatemala,1977,17.88724,320,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Guinea,1977,28.26954,324,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Guinea-Bissau,1977,32.44442,624,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Guyana,1977,41.41965,328,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Haiti,1977,23.67554,332,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Honduras,1977,23.75011,340,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Hungary,1977,61.48188,348,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Iceland,1977,52.34397,352,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
India,1977,43.30067,356,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Indonesia,1977,28.00141,360,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Iran (Islamic Republic of),1977,25.47512,364,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Iraq,1977,17.14625,368,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Ireland,1977,47.91841,372,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Israel,1977,67.31011,376,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Italy,1977,54.02348,380,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Jamaica,1977,68.14654,388,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Japan,1977,48.51845,392,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Jordan,1977,21.16433,400,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Kenya,1977,26.08082,404,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Kuwait,1977,15.36393,414,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Lao People's Dem. Rep.,1977,41.0626,418,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Lebanon,1977,29.32854,422,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Lesotho,1977,47.62114,426,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Liberia,1977,25.00627,430,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Libya,1977,16.51956,434,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Luxembourg,1977,59.29796,442,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Madagascar,1977,38.74405,450,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Malawi,1977,25.01415,454,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Malaysia,1977,35.67263,458,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Maldives,1977,30.90969,462,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Mali,1977,30.06116,466,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Malta,1977,51.81922,470,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Mauritania,1977,27.17695,478,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Mauritius,1977,40.63841,480,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Mexico,1977,29.7055,484,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Mongolia,1977,49.9923,496,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Morocco,1977,23.8482,504,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Mozambique,1977,40.58018,508,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Myanmar,1977,21.14571,104,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Nepal,1977,19.65924,524,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Netherlands,1977,58.50274,528,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
New Zealand,1977,60.93369,554,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Nicaragua,1977,22.09468,558,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Niger,1977,36.06248,562,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Nigeria,1977,29.3482,566,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Norway,1977,89.7264,578,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Oman,1977,17.09711,512,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Pakistan,1977,37.03515,586,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Panama,1977,35.98424,591,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Paraguay,1977,18.17297,600,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Peru,1977,24.49525,604,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Philippines,1977,44.47809,608,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Poland,1977,55.60691,616,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Portugal,1977,64.05543,620,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Qatar,1977,14.68551,634,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Republic of Korea,1977,35.52829,410,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Romania,1977,60.68698,642,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Russian Federation,1977,50.64557,643,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Rwanda,1977,28.37001,646,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Saudi Arabia,1977,4.30086,682,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Senegal,1977,44.20441,686,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Serbia,1977,47.22042,688,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Sierra Leone,1977,25.95112,694,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Singapore,1977,46.75475,702,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Somalia,1977,11.67014,706,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
South Africa,1977,20.67205,710,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Spain,1977,37.80707,724,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Sri Lanka,1977,48.76927,144,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
Sudan,1977,20.18685,729,Gapminder Fastrack Indicators. Updated March 27 2023 http://gapm.io/ddemocrix_idea
